Cell Line Name,OTS964_0.004572 uM,OTS964_0.01372 uM,OTS964_0.04115 uM,OTS964_0.1235 uM,OTS964_0.3704 uM,OTS964_1.111 uM,OTS964_10.0 uM,OTS964_3.333 uM
HAC2_OVARY,-0.324943253,-0.281437445,-0.041606069,-1.206468239,-4.008129732,-3.802046014,-4.50365197,-4.516666254
HARA_LUNG,0.474294235,-0.313372432,-1.177166149,-4.044101507,-3.884099425,-3.890570492,-3.759330666,-4.069121327
HCA1_CERVIX,0.276346205,0.38622898,-0.350641904,-3.825423035,-4.142673251,-4.038219413,-3.915065371,-4.204767684
HCC1143_BREAST,-0.230289187,0.01257057,0.238943121,-1.071668425,-3.829961897,-3.045071046,-3.670574043,-3.040050908
HCC1195_LUNG,-0.196961468,0.103780141,-0.55688963,-2.691063415,-3.546881347,-2.927046411,-3.034408827,-3.63665323
HCC1359_LUNG,0.236026495,-0.597389709,0.277527012,-0.920376481,-4.144013989,-3.644809563,-3.648834554,-4.320573232
HCC1395_BREAST,-0.466465973,-0.079201765,-0.525519218,-2.757122066,-3.481245438,-3.032598952,-2.647895704,-2.970470841
HCC1419_BREAST,-0.369205308,-0.048274875,-0.138569202,-1.976855399,-2.101289709,-3.484591443,-3.6084796,-3.669871328
HCC1428_BREAST,-0.178087623,0.215338726,-0.366529737,-0.223159047,-2.799984544,-3.265170464,-4.477711993,-3.956007031
HCC1438_LUNG,0.085133076,-0.039503884,0.032820032,-0.880839213,-3.542276223,-3.81855372,-4.361910351,-3.631533514
HCC15_LUNG,0.053092632,-0.311817194,-0.783125908,-3.541748281,-3.646493102,-3.040341234,-4.401954845,-4.303814847
HCC1806_BREAST,-0.04948603,-0.181957151,-0.372070366,-3.559249899,-3.660256558,-3.872658669,-3.620146792,-3.760411483
HCC1937_BREAST,0.151841578,-0.031007596,-0.094621689,-3.168535086,-3.424207296,-3.600312074,-3.664801148,-4.225056911
HCC1954_BREAST,-0.236723354,0.179097576,-1.077518068,-5.711207193,-3.894750025,-4.096437154,-4.388816355,-4.047313761
HCC2108_LUNG,-0.375254341,-0.008076627,-0.162171072,-2.739192612,-3.715805359,-3.128195555,-3.631551694,-4.031387301
HCC33_LUNG,-0.640828013,-0.681352131,-0.440729066,-0.609349804,-2.382303796,-3.409732025,-3.111002826,-3.111085033
HCC38_BREAST,-0.721011488,0.009685698,0.159711887,-0.664733994,-3.198873947,-3.497910533,-3.423709871,-3.47535364
HCC4006_LUNG,0.227754825,0.027491253,-0.054708513,-1.450478613,-3.899930289,-3.805442329,-4.914441416,-3.953891633
HCC44_LUNG,0.069330555,-0.118624732,-0.297804446,-2.023710709,-3.10283793,-3.782294187,-3.593658329,-3.688055152
HCC515_LUNG,0.044225858,0.004357378,-0.354074544,-2.257739817,-2.803538387,-2.965556214,-3.429787289,-3.524552886
HCC56_LARGE_INTESTINE,-0.049091754,0.25904088,-0.308089513,-2.461814045,-3.838746103,-4.952949357,-4.56017889,-3.909765034
HCC78_LUNG,-0.027376072,0.097685614,-0.102002877,-0.817688186,-3.396215816,-3.542301705,-4.805318767,-3.691616659
HCC827_LUNG,-0.167907226,-0.113893967,0.224460625,-2.054605326,-4.012189494,-4.355217604,-5.058090249,-4.388561934
HCC95_LUNG,0.126886964,0.200441249,-0.076527437,-2.91478525,-3.081009791,-4.035458147,-3.866077583,-3.222389829
HCSC1_CERVIX,-0.513015935,0.235698377,-0.489009304,-1.910521794,-2.449264428,-3.694130798,-3.224972165,-2.88952431
HCT116_LARGE_INTESTINE,0.118844888,-0.116780474,0.190179009,-2.007772244,-3.445127187,-4.170099293,-4.262516214,-3.379667985
HCT15_LARGE_INTESTINE,-0.145719372,-0.47424769,0.009378146,-2.769125909,-3.506575352,-3.904075506,-4.167431057,-4.001339985
HDMB03_CENTRAL_NERVOUS_SYSTEM,0.019697285,0.099746016,-0.615742823,-4.291042096,-3.982355075,-3.651604274,-4.300205389,-3.914892162
HDQP1_BREAST,-0.142510024,-0.06236785,-0.321960678,-2.718750509,-3.80388418,-3.738900657,-4.155305507,-4.000835858
HEC1_ENDOMETRIUM,-0.043871893,0.24490233,-0.50402103,-3.081254986,-2.926926122,-4.239301069,-4.65590348,-3.540565288
HEC108_ENDOMETRIUM,0.100298865,0.049731631,-0.36069201,-4.261385876,-3.567345807,-3.829593982,-4.736363279,-3.092122006
HEC116_ENDOMETRIUM,0.019708657,-0.05859309,0.003024953,-2.268242011,-3.455261331,-3.581183944,-3.516134814,-3.828090096
HEC151_ENDOMETRIUM,-0.115231018,0.195167049,-0.088950807,-3.287397652,-4.228488679,-3.844365383,-4.180697776,-3.540862952
HEC1A_ENDOMETRIUM,-0.228771687,-0.147650854,-0.686756628,-2.317830129,-3.642285837,-3.52804585,-3.422601301,-3.49476422
HEC1B_ENDOMETRIUM,-0.102619597,-0.135845508,-0.463472767,-1.785500354,-2.976962213,-2.882675815,-2.985870558,-3.939966951
HEC251_ENDOMETRIUM,-0.539937151,0.316499758,0.021993892,-1.307661403,-2.794437679,-3.478009302,-2.549924488,-2.59471328
HEC265_ENDOMETRIUM,-0.06064975,-0.064963436,-0.005350747,-5.063917063,-3.661404836,-3.367882811,-3.564326583,-3.56555007
HEC50B_ENDOMETRIUM,0.169019292,0.087879231,0.185269608,-2.805991057,-2.905687052,-2.233628259,-3.13717328,-2.537546257
HEC59_ENDOMETRIUM,-0.023742607,0.283487754,-0.350366974,-3.024058845,-3.437509394,-3.067005852,-3.776206924,-3.684989337
HEC6_ENDOMETRIUM,0.002453308,0.220031211,-0.47408864,-2.789825886,-3.631149368,-3.940814523,-4.218051977,-4.235080221
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.007437653,-0.194005429,-0.157741561,-1.895954185,-3.848103938,-4.272171348,-3.759300388,-4.161174948
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.087489799,0.265731008,-0.420295833,-2.017386816,-3.909044974,-4.104462847,-4.206202962,-4.346062294
HEP3B217_LIVER,-0.320718205,0.20375786,-0.082913788,-1.990236163,-3.068846255,-3.898302642,-4.421914317,-4.172625744
HEPG2_LIVER,-0.265447126,-0.045160593,-0.370017694,-3.399889464,-3.851848112,-5.007239429,-4.974402854,-3.928808074
HEYA8_OVARY,-0.016037374,-0.185985315,0.087580338,-2.286910636,-3.280813439,-4.575583652,-3.550126938,-3.65874422
HGC27_STOMACH,-0.170253394,-0.041678159,-1.636277705,-4.024386491,-3.969051666,-3.721835719,-4.204481395,-3.85621351
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.084783243,0.044711565,-0.607787159,-2.708043405,-3.549417564,-4.510681325,-3.679943375,-5.071499746
HKA1_SKIN,0.082170295,-0.08052781,0.055165909,-1.605858274,-2.324494602,-3.412633436,-4.029640201,-3.695897401
HKGZCC_BILIARY_TRACT,0.047950553,-0.472119124,-0.097975579,-3.197819794,-2.713106396,-4.469996102,-2.644460653,-3.284264007
HLF_LIVER,-0.308126814,0.275552047,-0.085673753,-3.003773702,-4.510267173,-3.995867997,-4.309162186,-4.033262224
HMC18_BREAST,-0.052022327,0.002368814,-0.215646609,-3.958971159,-2.767979282,-3.616170458,-3.039830733,-3.157257813
HOS_BONE,-0.270622362,-0.108720133,0.10289228,-3.46770567,-3.395456758,-3.477852386,-3.621000087,-3.792523246
HOTHC_THYROID,0.026717411,0.095806574,0.10186807,-1.522702083,-3.215709752,-3.061957772,-3.12923216,-3.905215456
HPAC_PANCREAS,-0.57813759,-0.841089179,-0.373149226,-0.633435925,-3.456827832,-5.177049899,-4.072963231,-3.525287104
HPAFII_PANCREAS,0.035013012,-0.198596264,0.037597104,-1.819689101,-4.370240883,-4.605289376,-4.327570197,-4.0267397
HS294T_SKIN,0.235393516,0.317651247,-0.189189921,-1.740697427,-3.822471748,-3.958217909,-3.917591012,-3.215284755
HS683_CENTRAL_NERVOUS_SYSTEM,-0.141124648,-0.430607275,-0.221156954,-0.129873799,-3.218499532,-3.204795746,-3.23248745,-2.714219541
HS729_SOFT_TISSUE,-0.020778998,0.000133304,-0.099248451,-1.036109755,-3.236051786,-3.636675124,-3.616931203,-3.604962226
HS766T_PANCREAS,-0.081325616,-0.08575817,-0.119225847,-1.964818475,-2.824480926,-3.443814016,-3.180522688,-2.851430451
HS852T_SKIN,-0.029499025,-0.292871018,-0.580334017,-0.214783169,-2.603809736,-2.865335062,-2.632542424,-3.088768427
HS939T_SKIN,-0.321004852,-0.210923257,0.154325773,-0.668088319,-3.648276742,-4.058430454,-3.432877211,-4.118397891
HS944T_SKIN,-0.002054623,0.343156005,0.157778583,-1.267656935,-3.514626743,-3.68562033,-3.476365742,-3.059168334
HSC1_SKIN,-0.085221096,0.053771421,-0.332163031,-3.590626931,-3.766791068,-4.095006274,-3.843429481,-4.731943225
HSC2_UPPER_AERODIGESTIVE_TRACT,0.281302626,0.003828722,-0.093826466,-1.773838055,-3.93968225,-4.132722817,-4.095635018,-3.788890226
HSC3_UPPER_AERODIGESTIVE_TRACT,-0.084955757,0.000945598,0.055636083,-3.452029038,-4.461772644,-4.48713874,-4.737906855,-4.07654454
HSC5_SKIN,0.179318425,0.008103691,0.246914614,-2.15725962,-3.747054202,-4.469607211,-4.578921053,-4.326476358
HSKTC_OVARY,-0.326133737,-0.242949788,0.287660456,0.346769735,-1.692353967,-1.393509655,-1.882796593,-1.524403662
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.424872301,-0.563169943,-0.095532048,-1.026835464,-3.869536639,-4.94863555,-3.940531692,-4.226959738
HT1080_SOFT_TISSUE,-0.736521744,-0.147437841,0.172734599,-0.346348907,-3.317735949,-3.126575901,-2.803120734,-4.276952926
HT115_LARGE_INTESTINE,0.317171549,0.410068769,-0.120314496,-1.564622568,-2.851207545,-3.334538959,-2.833368744,-3.764872033
HT1197_URINARY_TRACT,-0.339616702,-0.220746705,-0.730070751,-0.453119432,-2.642287286,-3.55228918,-3.343629153,-3.379353025
HT1376_URINARY_TRACT,0.037217875,0.181160571,-0.287021871,-2.782770616,-3.321860265,-3.803356907,-3.295657948,-4.277269549
HT144_SKIN,-0.046021045,-0.518028933,-0.774166843,-2.068329129,-3.106684038,-3.139855329,-3.182794213,-3.372599582
HT29_LARGE_INTESTINE,0.027542528,-0.087005903,-0.042207796,-1.520710054,-3.197323151,-4.117675222,-4.335258698,-4.005676123
HT3_CERVIX,0.064492281,-0.309480193,0.509204467,-1.11291189,-4.642096584,-4.236110003,-3.871936021,-4.52697939
HT55_LARGE_INTESTINE,0.070385138,0.10221177,-0.274157465,-2.020763967,-2.836160405,-3.756883773,-3.082943128,-3.665892099
HTMMT_ENDOMETRIUM,0.559054485,0.109015882,-0.073596991,-3.421113271,-3.144464442,-3.616924223,-3.753077775,-3.598893382
HUCCT1_BILIARY_TRACT,-0.056745449,0.198589406,-0.031008456,-0.570487891,-3.653111775,-4.359537413,-3.76786778,-4.28088137
HUG1N_STOMACH,0.103384708,-0.180006286,0.094849738,-1.228414686,-2.815954755,-2.958454048,-2.746738744,-3.477663438
HUH1_LIVER,-0.077513612,-0.387642534,-0.682886206,-4.168808543,-3.478928804,-3.582376931,-4.462190707,-3.712614978
HUH28_BILIARY_TRACT,-0.26060188,-0.124431749,-0.063675915,-1.198496961,-3.866242984,-6.653947081,-4.001991296,-5.860923035
HUH6_LIVER,-0.025585067,0.147593492,-0.455010632,-1.858013974,-2.871352103,-4.730275463,-3.754619982,-3.356069272
HUH7_LIVER,-0.180205159,-0.198480677,-0.72878033,-2.486808354,-3.735069499,-2.786200827,-3.263263131,-3.188762542
HUPT3_PANCREAS,0.188511874,-0.032862174,0.068581739,-4.365729046,-3.619778481,-4.106989242,-4.427564262,-3.090437826
HUPT4_PANCREAS,0.755303603,0.456207558,0.054946495,-2.041904448,-3.602590604,-3.953075343,-3.38861366,-3.32494778
IALM_LUNG,0.001478176,-0.521034258,-0.557501906,-3.64413262,-2.876409608,-2.909041829,-4.404228676,-3.86656623
ICC10_BILIARY_TRACT,-0.628885004,0.218307169,0.111748737,-1.663679137,-3.595715072,-3.621268275,-4.204699733,-4.160529081
ICC12_BILIARY_TRACT,-0.139387496,-0.152563816,-0.31185049,-1.74622604,-3.356265956,-4.779186823,-4.287441842,-3.646546542
ICC137_BILIARY_TRACT,-0.00830217,-0.383233067,-0.783964137,-1.5738869,-3.55160581,-4.475873234,-3.803828401,-3.898723666
ICC4_BILIARY_TRACT,-0.189287816,0.132436365,-0.188186045,-1.086707905,-2.731159724,-2.786003195,-2.981328987,-2.593684757
ICC8_BILIARY_TRACT,0.018148534,0.007195343,-0.02060538,-1.071325464,-3.718441764,-2.619726584,-2.318490306,-2.365708589
ICC9_BILIARY_TRACT,0.62599069,-1.23950583,-1.289308084,-2.119009835,-2.891801143,-2.566385936,-4.461801987,-3.188149902
IGR1_SKIN,-0.50309041,-0.108733022,-0.483456225,-2.329074443,-3.449284614,-4.072468238,-3.622501771,-3.081639793
IGR37_SKIN,-0.116341631,-0.119270747,-0.81816375,-0.930408834,-3.198675651,-4.483653169,-4.045895224,-4.161194295
IGR39_SKIN,0.410145757,-0.427360911,-0.006323264,-0.571247401,-3.879383185,-3.975911601,-3.597531708,-4.061231007
IGROV1_OVARY,0.272999598,-0.124276451,-0.367049526,-3.21618897,-3.910889571,-4.321956334,-5.546110412,-4.119966758
IHH4_THYROID,-0.003345125,0.072658283,-0.139317163,-3.578017527,-3.104675783,-3.016783521,-2.632706549,-3.516310052
IM95_STOMACH,0.292643506,-0.027814587,-0.946919071,-2.612822508,-3.777474737,-3.362233736,-3.332756561,-3.37137299
IPC298_SKIN,0.096201334,-0.247847998,-0.048248822,-1.601203908,-3.449243976,-3.943925471,-3.880941276,-3.599677892
ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,0.064603456,-0.154038951,-0.134469562,-1.943969233,-3.872800202,-3.969981713,-3.810299118,-4.180657384
ISTMES1_PLEURA,-0.587358944,-0.053062026,-0.92959717,-2.39801428,-2.258338579,-3.163365771,-2.929353312,-3.635167847
ISTMES2_PLEURA,-0.520735022,0.151390657,-0.259714112,-0.309170262,-2.584559139,-2.773039908,-1.760528564,-2.441576926
J82_URINARY_TRACT,0.021240659,-0.109416527,-0.495266706,-2.48362052,-3.749647628,-4.319032876,-5.047652554,-4.087920482
JAR_PLACENTA,0.479355564,-0.129917691,-0.345437248,-1.781554738,-3.918539705,-3.400275963,-3.457789853,-3.796606081
JEG3_PLACENTA,-0.483949803,-0.24613,-0.160280828,-3.388799471,-4.287940566,-3.55636736,-3.329957887,-4.602369674
JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.096335884,-0.476725141,-0.629982154,-1.299044262,-2.955041067,-2.221242963,-2.648873726,-2.228503857
JHH1_LIVER,0.157947886,0.095898616,-0.037795674,-0.614564814,-4.6145459,-5.144327719,-4.527942824,-5.25359095
JHH4_LIVER,0.193952408,0.016714067,-0.275370695,-0.785456572,-3.215174704,-3.379399114,-2.890852816,-3.370245553
JHH5_LIVER,-0.374418344,-0.189531197,-0.062575124,-3.645916982,-3.92171387,-4.05347465,-4.188555359,-3.738895479
JHH6_LIVER,-0.345031577,-0.133976236,-0.04193421,-1.764978989,-2.592752021,-3.364204691,-3.749577977,-3.531032632
JHH7_LIVER,-0.418076516,-0.092194226,-0.22861804,-2.890078318,-3.846379055,-3.802884874,-4.678026572,-4.586468382
JHOC5_OVARY,-0.083985619,0.180032354,-0.171185802,-1.633479239,-3.060143924,-3.746987338,-4.391910192,-4.600524909
JHOM1_OVARY,-0.318201575,0.288601668,-0.260376005,-3.286563497,-3.57144947,-3.785948027,-4.257589794,-4.380971227
JHOS2_OVARY,0.027168458,0.045872666,0.18117834,-1.800246385,-2.794654953,-2.994389959,-2.617341239,-3.162525292
JHUEM2_ENDOMETRIUM,-0.003682866,-0.034210131,-0.065570571,-1.93294411,-3.398421371,-3.700098243,-3.42652648,-3.320762185
JHUEM7_ENDOMETRIUM,-0.426947008,-0.398923657,-0.36030257,-1.618307666,-3.032325496,-3.241460914,-3.381037179,-3.290850801
JIMT1_BREAST,0.073988996,-0.148629491,-0.119739694,-1.477660132,-3.127242038,-3.35931018,-2.613132529,-2.449167722
JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.185029794,0.435182371,-0.080992314,-1.221636211,-2.711378745,-2.777789935,-3.784939401,-4.058772525
JL1_PLEURA,-0.826097331,-1.511892384,-0.425521445,-0.845805045,-2.879894421,-3.945568441,-4.129830455,-3.495329041
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.487065095,0.360585584,-0.658731207,-1.979322336,-1.889019968,-2.883588862,-2.750893948,-2.278266313
JMSU1_URINARY_TRACT,-0.151787499,-0.465711316,0.002023681,-3.318143107,-3.8866846,-3.255146519,-3.187259941,-4.018148659
JMURTK2_SOFT_TISSUE,-0.075273073,-0.516299084,0.153233304,-1.908475772,-1.417122295,-2.897687498,-2.382826279,-2.302997575
JOPACA1_PANCREAS,0.49985104,0.250490165,0.018142482,-0.619127833,-2.753049918,-3.775766176,-3.742894272,-3.947257937
JR_SOFT_TISSUE,-0.146874534,0.045565145,0.002790572,-3.792838411,-3.805892275,-3.586006967,-4.143438174,-4.091463315
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.682111903,-0.419192195,-0.162787532,-1.697769045,-3.277056885,-4.099165587,-4.242364185,-3.288104292
JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.130496486,-0.145776127,-0.379254294,-2.417265867,-3.889491373,-4.888294822,-4.211645981,-4.193044867
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.656727166,-0.432643488,0.205762717,-2.459057434,-3.080957747,-3.989599801,-3.821807546,-3.868686506
K029AX_SKIN,-0.645511245,-0.215995149,-0.03820612,0.40587743,-3.944312064,-4.905571325,-4.182060981,-4.665684525
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.19271154,-0.005052511,-0.292933337,-2.81717816,-3.48579664,-3.701810255,-3.672476136,-4.653868297
KALS1_CENTRAL_NERVOUS_SYSTEM,-0.297507203,-0.239451234,-0.172818669,-2.171673496,-3.317534244,-3.632790183,-3.645028679,-4.219123349
KARPAS1718_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.183219404,-0.062056734,-0.382920853,-1.728474213,-2.46387597,-2.712932733,-3.051926394,-2.951811121
KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.37534293,0.012450153,-0.231382482,-1.58611252,-2.941304453,-3.046967995,-3.7393508,-3.864069519
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.229434509,-0.111464383,-0.923909161,-2.504075681,-2.908266854,-4.011708666,-3.847541993,-3.029607049
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.024869313,-0.423972019,0.085323891,-2.282531083,-4.382667205,-4.562189999,-4.340106187,-4.395388331
KD_SOFT_TISSUE,-0.134932466,0.330694844,-0.659469142,-1.979345838,-3.87215439,-3.99481491,-3.656448484,-3.968223361
KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.180097271,-0.212978812,-0.410390923,-3.547188559,-2.944515691,-3.771145358,-3.821376496,-3.661033407
KE39_STOMACH,-0.016940649,-0.184853028,-0.495949386,-3.805079163,-3.177563841,-2.45514011,-2.206877032,-2.509115389
KE97_STOMACH,-0.01282078,-0.281418922,-1.523226106,-2.536387562,-3.486182608,-3.697509756,-3.037014853,-4.17282171
KELLY_AUTONOMIC_GANGLIA,0.2570619,-0.060635138,-0.28243747,-1.030545351,-2.931395781,-3.287982776,-2.959952601,-3.049775558
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.642957025,-0.454811059,-1.357144209,-2.0729202,-3.28416018,-3.434191061,-3.298034809,-3.200961018
KKU055_BILIARY_TRACT,0.405227987,0.244691433,0.170253213,-1.205691238,-2.607961157,-3.476935623,-3.534718324,-3.865137374
KKU100_BILIARY_TRACT,-0.040977127,-0.027328168,-0.503284197,-2.824706371,-4.048055547,-4.575700829,-4.435627174,-4.470709355
KKU213_BILIARY_TRACT,-0.071832193,-0.324594075,0.163290021,-1.68269474,-3.693667321,-3.764586918,-3.283443962,-3.802953909
KLE_ENDOMETRIUM,0.256333497,-0.165256131,-0.262176474,-1.956867957,-2.42462994,-2.448845816,-2.11351846,-2.113558759
KMBC2_URINARY_TRACT,0.135585183,-0.077909142,-0.209525627,-2.20779571,-3.415720172,-4.360325577,-3.942093028,-3.290339897
KMCH1_BILIARY_TRACT,0.308970276,-0.707176129,-0.147507646,-2.659401927,-2.71393338,-3.523555279,-2.893190979,-2.869798729
KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.175788949,-0.095486611,0.172050086,-1.329032881,-4.421549346,-4.660465358,-4.03427146,-3.56289025
KMRC1_KIDNEY,-0.054250502,-0.265515608,0.168884458,-1.273822996,-3.508646251,-3.238766406,-3.401029159,-4.486803287
KMRC20_KIDNEY,-0.136787596,-0.02395628,-0.106791404,-1.184737096,-2.096609433,-3.757518149,-3.139847529,-3.616048784
KMRC3_KIDNEY,0.219115343,-0.272814513,0.073292685,-1.556521633,-2.485596155,-3.1983339,-3.764175691,-3.079542801
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.357735427,-0.415051266,0.156571366,-0.97230849,-3.793854707,-3.556196408,-3.80554217,-3.55072964
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.06982664,-0.244703704,-0.015998556,-2.213759618,-3.922394935,-3.600696884,-4.13430331,-4.202368576
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.283692142,0.319513564,0.174307235,0.435872639,-3.950307387,-4.369890532,-4.19888346,-3.950851101
KMS28BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.064369504,-0.110912041,-0.601630828,-3.139933096,-3.162832439,-4.084434492,-3.929317769,-3.720338682
KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.075429717,0.025217371,-0.903660495,-3.528094381,-4.022547099,-4.619300801,-4.397325675,-3.890224001
KNS42_CENTRAL_NERVOUS_SYSTEM,0.398780112,0.062091178,-0.705632029,-2.371719793,-2.81307421,-3.916695479,-3.717422073,-4.427680253
KNS60_CENTRAL_NERVOUS_SYSTEM,-0.086730302,0.107786602,0.189819481,-2.660791027,-3.103505932,-3.291398437,-3.762986976,-3.889153211
KNS62_LUNG,0.443292221,-0.231794596,0.035629197,-2.669969732,-2.882747491,-4.491382438,-2.763450954,-3.669785816
KNS81_CENTRAL_NERVOUS_SYSTEM,0.304101948,-0.008719173,-0.403989523,-0.627959099,-3.038154985,-3.321321249,-3.434326148,-3.03956235
KON_UPPER_AERODIGESTIVE_TRACT,0.247881787,-0.001902641,-2.072584585,-4.598442911,-4.324831171,-5.718976134,-5.939597184,-4.015553792
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.045990943,-0.24023801,0.384841545,0.72363282,-3.588413246,-3.847777982,-4.040973656,-3.843862437
KOSC2CL343_UPPER_AERODIGESTIVE_TRACT,-0.357858637,-0.194367845,0.055607713,-1.650650996,-3.37011891,-3.581330254,-3.589921114,-3.64621656
KP2_PANCREAS,-0.798970294,-0.470692498,-0.005518981,-0.668973116,-4.916615287,-3.494230587,-4.08558792,-4.039783637
KP3_PANCREAS,0.136798393,-0.002886627,-0.376978775,-1.478060129,-3.690195525,-4.285952464,-4.321519564,-3.996873456
KP4_PANCREAS,0.146609083,-0.086980179,-0.521625944,-2.600767792,-3.310780064,-3.491252604,-3.549767352,-3.198164469
KS1_CENTRAL_NERVOUS_SYSTEM,0.145107327,-0.285174034,0.034664197,-2.270083677,-4.158454699,-4.439436211,-3.748466975,-4.531347608
KU1919_URINARY_TRACT,-0.087370444,0.134555962,-0.008164119,-2.985352811,-3.964575987,-4.131554876,-4.238342285,-4.447301738
KURAMOCHI_OVARY,-0.1332941,-0.320611124,-0.142002172,-1.88293099,-1.430729138,-3.024179936,-2.450684887,-3.193983754
KYM1_SOFT_TISSUE,-0.101556792,-0.542629642,-1.443635077,-4.186487631,-3.618400778,-4.659549605,-3.877073112,-4.282333678
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.059636685,0.127742668,0.035838673,-1.677778902,-2.8472577,-3.319397478,-3.755628003,-3.579555626
KYSE140_OESOPHAGUS,-0.072810921,-0.280467479,-0.25406502,-3.183781521,-2.761776845,-2.505769794,-2.273749511,-2.026355893
KYSE150_OESOPHAGUS,0.118361621,-0.215612902,-0.333833728,-3.067599386,-3.298412875,-3.385979414,-3.732198314,-3.530059036
KYSE180_OESOPHAGUS,0.095119607,0.082337989,-0.052604727,-2.847832215,-3.097518976,-3.550647552,-3.561099956,-3.068751824
KYSE270_OESOPHAGUS,0.185318255,0.029760793,0.139051706,-2.625953258,-3.731505084,-3.874243592,-4.212929505,-4.077500556
KYSE30_OESOPHAGUS,0.177634774,-0.294195526,-0.169783502,-2.915331401,-3.365533034,-4.112026503,-3.732880108,-3.272686475
KYSE410_OESOPHAGUS,0.094475481,0.295775906,-0.238617675,-4.41451499,-4.364045405,-4.795451825,-4.875336919,-4.185227345
KYSE450_OESOPHAGUS,-0.131818053,0.068990354,-0.20888037,-3.463854974,-3.468008978,-3.527007551,-3.243311458,-3.931285697
KYSE510_OESOPHAGUS,-0.071185036,0.078792743,-0.10046747,-3.267913743,-3.329428323,-3.590581508,-4.066157521,-3.2433735
KYSE520_OESOPHAGUS,0.003335261,0.207305569,0.058507894,-1.270314078,-3.239493239,-3.162965183,-4.293737733,-2.791410068
KYSE70_OESOPHAGUS,0.116226683,-0.091679778,-0.621756697,-3.207742312,-3.238150598,-4.045832943,-3.760769234,-3.05062929
L33_PANCREAS,0.181032107,0.127103325,0.211713225,-3.291227066,-4.824890596,-6.43082298,-4.926123282,-3.632388995
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.170643575,-0.05733078,-0.277434925,-1.920833431,-3.013610413,-3.014060164,-3.117238763,-3.456204801
L82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.267766846,-0.00679902,0.006443551,-3.497589626,-3.755598635,-4.185995225,-4.09970714,-4.030109615
LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.275549483,-0.025781838,0.081663396,-1.754257342,-3.564973139,-3.787080742,-4.862613742,-3.950392324
LC1SQSF_LUNG,0.324281837,-0.307698616,-1.339080427,-2.24120597,-3.326187894,-3.3685793,-3.783494119,-3.747374383
LCLC103H_LUNG,0.113102159,-0.122824527,0.124001362,-1.444443635,-3.791615799,-4.327046504,-4.072861142,-3.806898702
LI7_LIVER,0.181681819,-0.052644376,0.146956759,-1.543928724,-3.431204301,-3.632775127,-5.177450278,-4.665476312
LK2_LUNG,0.402660682,-0.034856362,-1.005318485,-3.680369898,-4.171608264,-4.181659675,-4.169122396,-4.62482932
LMSU_STOMACH,-0.040522237,-0.00890165,-0.211361396,-3.596823902,-3.791357682,-3.432499137,-4.163786557,-4.657709129
LN18_CENTRAL_NERVOUS_SYSTEM,-0.101838705,0.060607246,0.249149439,-2.86363176,-3.611357372,-3.982222382,-4.187933419,-3.625335591
LN229_CENTRAL_NERVOUS_SYSTEM,-0.173575681,-0.095070732,0.119228891,-1.10198839,-2.997233793,-3.488278072,-4.331064174,-5.267361047
LN382_CENTRAL_NERVOUS_SYSTEM,-0.309797689,-0.366806583,-0.067196291,-2.704992844,-3.196560559,-4.611412787,-4.935416471,-3.74021449
