Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Axonogenesis (GO:0007409)	1/200	0.13618732342844128	0.15357293918526357	0	0	7.316941852117732	14.58796230506127	MAP1B
Neuron Projection Development (GO:0031175)	1/205	0.13935889959037237	0.15631791911724308	0	0	7.135854341736695	14.062647147437417	MAP1B
Regulation of Signal Transduction (GO:0009966)	1/209	0.14188833166108553	0.1583175069060533	0	0	6.997252747252747	13.663639891092282	TSC2
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	1/219	0.1481815890690075	0.16447380566821776	0	0	6.673001310615989	12.740873536413805	TSC2
Regulation of Cell Growth (GO:0001558)	1/221	0.14943506001562598	0.16500121210058702	0	0	6.611688311688312	12.568114421242456	BRCA1
Apoptotic Process (GO:0006915)	1/232	0.1562984334485986	0.17168532586063678	0	0	6.2934446505875075	11.680558154990704	TSC2
Positive Regulation of Programmed Cell Death (GO:0043068)	1/248	0.1661892979337821	0.181608923515267	0	0	5.881145170618855	10.55446656804438	SAV1
Chromatin Remodeling (GO:0006338)	1/261	0.17414582511230747	0.1893277688400471	0	0	5.583516483516483	9.75921771393428	BRCA1
Negative Regulation of Signal Transduction (GO:0009968)	1/277	0.1838411954769971	0.19884864000573158	0	0	5.255693581780538	8.901478673430734	TSC2
Cellular Response to Cytokine Stimulus (GO:0071345)	1/288	0.1904450248212944	0.20494591503611376	0	0	5.051518168242907	8.377395851506371	BRCA1
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	1/295	0.19462145925527205	0.2079692818082231	0	0	4.929543245869777	8.068177720352034	TSC2
Negative Regulation of Intracellular Signal Transduction (GO:1902532)	1/296	0.19521644848979433	0.2079692818082231	0	0	4.912590799031477	8.025435997172504	TSC2
Regulation of DNA-templated Transcription (GO:0006355)	3/2139	0.19899512396880337	0.2109348314069316	0	0	2.1591760299625467	3.4859356286197127	PHC2;BRCA1;PIAS1
Positive Regulation of Apoptotic Process (GO:0043065)	1/313	0.20526870709185083	0.2165023179277233	0	0	4.641025641025641	7.348764254465809	SAV1
Chromatin Organization (GO:0006325)	1/322	0.2105429273325503	0.22096584452723103	0	0	4.508900756564308	7.025163687136157	BRCA1
Positive Regulation of Cytokine Production (GO:0001819)	1/325	0.21229372845709443	0.22122462200955942	0	0	4.466490299823633	6.922097220137215	BRCA1
Intracellular Protein Transport (GO:0006886)	1/326	0.21287652306580243	0.22122462200955942	0	0	4.452527472527472	6.8882513931508615	TSC2
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	1/339	0.22041632256804852	0.22794273358256725	0	0	4.2785291631445475	6.470150729069599	CDC27
Intracellular Signaling Cassette (GO:0141124)	1/354	0.22903231163876137	0.2357031556670748	0	0	4.093686766491299	6.0336529392007945	TSC2
Protein Localization (GO:0008104)	1/371	0.23868962462060062	0.24445507449066345	0	0	3.9023166023166023	5.5904244739306765	TSC2
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	1/555	0.33623726201754645	0.34270336321019157	0	0	2.5825167612171223	2.814783750918604	BRCA1
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	1/732	0.41895314747692325	0.4249668290196542	0	0	1.939906195036154	1.6877109892816191	PIAS1
Regulation of Transcription by RNA Polymerase II (GO:0006357)	2/2250	0.4992108900026005	0.5039652794311966	0	0	1.2548590199835752	0.8717839997318948	BRCA1;PIAS1
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	1/983	0.5198749619379546	0.5223388243168074	0	0	1.4258073901658423	0.9327160776049752	BRCA1
Positive Regulation of DNA-templated Transcription (GO:0045893)	1/1274	0.6163322116252131	0.6163322116252131	0	0	1.0835484232970487	0.5244040161624975	BRCA1
