Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
12:108645109-108647522,CORO1C,12:108648851-108647400,IR,2,2,-,ENST00000261401,54.32,0.00523674,0.00523674,4.8780487804878|4.54545454545455,58.3333333333333|59.7222222222222,12_108648851_108647400_R_ENST00000261401_1,IR
7:44572650-44572744,DDX56,7:44573665-44572573,IR,2,2,-,ENST00000479440,54.23,0.000914938,0.000914938,6.06060606060606|3.77358490566038,60.3174603174603|57.9710144927536,7_44573665_44572573_R_ENST00000479440_1,IR
1:173865818-173866796,GAS5,1:173867031-173866760,IR,2,2,-,ENST00000421068,54.23,0.00158192,0.00158192,17.8571428571429|20,74.5762711864407|71.7391304347826,1_173867031_173866760_R_ENST00000421068_1,IR
17:38850684-38853764,RPL23,17:38853425-38853021,IR,2,2,-,ENST00000577760,54.21,0.00964658,0.00964658,6.41711229946524|3.64963503649635,61.9047619047619|56.5909090909091,17_38853425_38853021_R_ENST00000577760_1,IR
8:98044433-98045088,RPL30,8:98045400-98044432,IR,2,2,-,ENST00000520998,54.06,0.00379121,0.00379121,30.8510638297872|35.5932203389831,89.6356275303644|84.9372384937239,8_98045400_98044432_R_ENST00000520998_1,IR
12:108645109-108647522,CORO1C,12:108648851-108647383,IR,2,2,-,ENST00000261401,54.03,0.00123678,0.00123678,4.8780487804878|4.54545454545455,58.3333333333333|59.1549295774648,12_108648851_108647383_R_ENST00000261401_1,IR
12:108645109-108647522,CORO1C,12:108648851-108647379,IR,2,2,-,ENST00000261401,54.03,0.00123678,0.00123678,4.8780487804878|4.54545454545455,58.3333333333333|59.1549295774648,12_108648851_108647379_R_ENST00000261401_1,IR
16:74660600-74661451,RFWD3,16:74664746-74660997,IR,2,2,-,ENST00000571776,53.59,0.003046,0.003046,46.1538461538462|46.6666666666667,100|100,16_74664746_74660997_R_ENST00000571776_1,IR
10:110297570-110297728,SMNDC1,10:110298791-110297566,IR,2,2,-,ENST00000471297,53.58,0.00901724,0.00901724,18.1818181818182|11.1111111111111,70.8333333333333|65.625,10_110298791_110297566_R_ENST00000471297_1,IR
8:98044433-98045088,RPL30,8:98045549-98044867,IR,2,2,-,ENST00000520998,53.5,0.0072576,0.0072576,32.2916666666667|37.7049180327869,91.8032786885246|85.2004110996917,8_98045549_98044867_R_ENST00000520998_1,IR
13:44436504-44436649,TSC22D1,13:44437255-44436043,IR (overlapping region),2,2,-,ENST00000472477,53.44,0.00470368,0.00470368,36.3636363636364|31.5789473684211,85.7142857142857|89.1089108910891,13_44437255_44436043_R_ENST00000472477_1,IR
8:98041721-98041850,RPL30,8:98045089-98041720,IR,2,2,-,ENST00000287038,53.29,0.00199156,0.00199156,23.5772357723577|20.1680672268908,76.8202080237742|73.5068912710567,8_98045089_98041720_R_ENST00000287038_1,IR
12:54402081-54402093,ITGA5,12:54402331-54402080,IR (overlapping region),2,2,-,ENST00000551564,53.05,0.00101563,0.00101563,6.66666666666667|5.12820512820513,57.8947368421053|60,12_54402331_54402080_R_ENST00000551564_1,IR
12:130872070-130872629,RAN,12:130872127-130872583,IR,2,2,-,ENST00000392369,52.04,0.00737133,0.00737133,32.3529411764706|25.9259259259259,84.3137254901961|78.0487804878049,12_130872127_130872583_R_ENST00000392369_1,IR
1:44214833-44218469,DMAP1,1:44214899-44218340,IR,2,2,-,ENST00000488433,51.89,0.00344115,0.00344115,48.3870967741936|47.8260869565217,100|100,1_44214899_44218340_R_ENST00000488433_1,IR
11:123060593-123060798,HSPA8,11:123060799-123060117,IR,2,2,-,ENST00000524590,50.28,0.0088724,0.0088724,5.14285714285714|1.71428571428571,53.0120481927711|54.4072948328268,11_123060799_123060117_R_ENST00000524590_1,IR
11:123060593-123060798,HSPA8,11:123060799-123060115,IR,2,2,-,ENST00000524590,50.28,0.0088724,0.0088724,5.14285714285714|1.71428571428571,53.0120481927711|54.4072948328268,11_123060799_123060115_R_ENST00000524590_1,IR
11:123060593-123060798,HSPA8,11:123060799-123060164,IR,2,2,-,ENST00000524590,49.71,0.0088868,0.0088868,6.74157303370786|1.71428571428571,55.3435114503817|52.5316455696203,11_123060799_123060164_R_ENST00000524590_1,IR
22:39312884-39312984,RPL3,22:39313311-39312881,IR,2,2,-,ENST00000216146,48.96,0.00204406,0.00204406,8.21917808219178|11.2359550561798,60.2851323828921|57.0866141732283,22_39313311_39312881_R_ENST00000216146_1,IR
17:38850081-38850214,RPL23,17:38850662-38850085,IR,2,2,-,ENST00000245857,48.89,0.00699259,0.00699259,2|5.19480519480519,50|54.978354978355,17_38850662_38850085_R_ENST00000245857_1,IR
20:2461634-2461939,SNRPB,20:2462762-2461659,IR,2,2,-,ENST00000381342,48.35,0.000991037,0.000991037,11.3207547169811|12.987012987013,61.5384615384615|59.4594594594595,20_2462762_2461659_R_ENST00000381342_1,IR
X:41339910-41341616,DDX3X,X:41340815-41341483,IR,2,2,-,ENST00000645253,48.02,0.00113189,0.00113189,6.02409638554217|3.77358490566038,52|53.8461538461538,X_41340815_41341483_R_ENST00000645253_1,IR
11:65120638-65120806,FAU,11:65121916-65120696,IR (overlapping region),2,2,-,ENST00000279259,47.91,0.00170522,0.00170522,3.03030303030303|4.92957746478873,53.1674208144796|50.6053268765133,11_65121916_65120696_R_ENST00000279259_1,IR
19:3978086-3978172,EEF2,19:3979460-3978085,IR,2,2,-,ENST00000596417,47.46,0.00517904,0.00517904,6.5625|3.09278350515464,53.2724505327245|51.3026052104208,19_3979460_3978085_R_ENST00000596417_1,IR
15:82536750-82536881,RPS17,15:82538986-82536754,IR (overlapping region),2,2,-,ENST00000330244,47.41,0.00621854,0.00621854,12|9.45945945945946,57.6158940397351|58.6715867158672,15_82538986_82536754_R_ENST00000330244_1,IR
16:2263134-2263287,RNPS1,16:2264332-2262739,IR,2,2,-,ENST00000562690,47.18,0.00652626,0.00652626,4.76190476190476|2.04081632653061,51.1627906976744|50,16_2264332_2262739_R_ENST00000562690_1,IR
12:120210447-120212580,PXN,12:120213991-120212313,IR,2,2,-,ENST00000228307,46.99,0.00470517,0.00470517,45.4545454545455|41.6666666666667,88.2352941176471|92.8571428571429,12_120213991_120212313_R_ENST00000228307_1,IR
15:82536750-82536881,RPS17,15:82538986-82536762,IR (overlapping region),2,2,-,ENST00000330244,46.96,0.000411395,0.000411395,12|10.6666666666667,57.6158940397351|58.974358974359,15_82538986_82536762_R_ENST00000330244_1,IR
19:3978086-3978172,EEF2,19:3979437-3977818,IR,2,2,-,ENST00000596417,46.64,0.00869007,0.00869007,4.16666666666667|1.82767624020888,50|49.2693110647182,19_3979437_3977818_R_ENST00000596417_1,IR
3:50288799-50288937,IFRD2,3:50289629-50288799,IR,2,2,NMD,ENST00000414734,45.93,0.00875611,0.00875611,18.9189189189189|25,70.9677419354839|64.8148148148148,3_50289629_50288799_R_ENST00000414734_1,IR
20:2461634-2461939,SNRPB,20:2462762-2461633,IR,2,2,-,ENST00000381342,45.88,0.0074025,0.0074025,10.4761904761905|9.45945945945946,54.5454545454545|57.1428571428571,20_2462762_2461633_R_ENST00000381342_1,IR
6:35468799-35469027,RPL10A,6:35468874-35468946,IR,2,2,-,ENST00000490335,45.8,0.0090352,0.0090352,11.4232209737828|5.34090909090909,57.3303167420814|51.0401188707281,6_35468874_35468946_R_ENST00000490335_1,IR
11:66340774-66341046,BRMS1,11:66341624-66340966,IR,2,2,-,ENST00000525127,45.16,0.00448284,0.00448284,4.8780487804878|1.88679245283019,50.5747126436782|46.5116279069767,11_66341624_66340966_R_ENST00000525127_1,IR
11:66340774-66341046,BRMS1,11:66341334-66340773,IR,2,2,-,ENST00000525127,44.94,0.00983906,0.00983906,7.14285714285714|8.7719298245614,54.7368421052632|51.063829787234,11_66341334_66340773_R_ENST00000525127_1,IR
8:48917768-48918988,SNAI2,8:48920442-48917603,IR,2,2,-,ENST00000020945,44.91,0.00832354,0.00832354,41.6666666666667|42.8571428571429,85.7142857142857|88.6363636363636,8_48920442_48917603_R_ENST00000020945_1,IR
X:154354030-154354291,FLNA,X:154354484-154354029,IR,2,2,-,ENST00000474072,44.54,0.00110928,0.00110928,3.86473429951691|4.16666666666667,48.5915492957746|48.5148514851485,X_154354484_154354029_R_ENST00000474072_1,IR
17:81869523-81869625,ARHGDIA,17:81869626-81869329,IR,2,2,-,ENST00000582309,44.47,0.00286242,0.00286242,30.952380952381|28.7878787878788,75.8620689655172|72.8260869565217,17_81869626_81869329_R_ENST00000582309_1,IR
19:38843857-38843914,HNRNPL,19:38844105-38843841,IR,2,2,-,ENST00000600233,44.42,0.00599895,0.00599895,13.1578947368421|9.67741935483871,58.1920903954802|53.4883720930233,19_38844105_38843841_R_ENST00000600233_1,IR
2:130157361-130157396,SMPD4,2:130157617-130156584,IR,2,2,NMD,ENST00000439029,44.3,0.00321481,0.00321481,10|13.6363636363636,57.6923076923077|54.5454545454545,2_130157617_130156584_R_ENST00000439029_1,IR
19:805013-807902,PTBP1,19:805188-805512,IR,2,2,-,ENST00000586944,44.05,0.00948222,0.00948222,27.2727272727273|21.1764705882353,71.3414634146341|65.2173913043478,19_805188_805512_R_ENST00000586944_1,IR
1:235109336-235112108,TOMM20,1:235113911-235112102,IR,2,2,-,ENST00000366607,43.91,0.00189038,0.00189038,5.88235294117647|3.57142857142857,50|47.2727272727273,1_235113911_235112102_R_ENST00000366607_1,IR
11:123060593-123060798,HSPA8,11:123060799-123059472,IR,2,2,-,ENST00000524590,43.46,0.00283542,0.00283542,11.2299465240642|8.99470899470899,52.0491803278688|55.0898203592814,11_123060799_123059472_R_ENST00000524590_1,IR
15:82538665-82538985,RPS17,15:82539376-82538879,IR (overlapping region),2,2,-,ENST00000559776,43.22,0.00872594,0.00872594,13.1578947368421|10.6666666666667,57.3333333333333|52.9411764705882,15_82539376_82538879_R_ENST00000559776_1,IR
7:44117641-44117742,POLD2,7:44118065-44117640,IR,2,2,-,ENST00000418438,42.86,0.00138966,0.00138966,2.17391304347826|4,47.0588235294118|44.8275862068966,7_44118065_44117640_R_ENST00000418438_1,IR
19:805013-807902,PTBP1,19:805188-805491,IR,2,2,-,ENST00000586944,42.83,0.00944927,0.00944927,27.2727272727273|21.1764705882353,69.8717948717949|64.2458100558659,19_805188_805491_R_ENST00000586944_1,IR
11:66340774-66341046,BRMS1,11:66340871-66340120,IR,2,2,-,ENST00000525127,42.72,0.00916018,0.00916018,0|1.88679245283019,43.421052631579|43.9024390243902,11_66340871_66340120_R_ENST00000525127_1,IR
11:10806503-10806885,EIF4G2,11:10808631-10806819,IR,2,2,-,ENST00000533485,42.15,0.00232146,0.00232146,4.16666666666667|2.38095238095238,44.9275362318841|45.9183673469388,11_10808631_10806819_R_ENST00000533485_1,IR
6:31536374-31536449,SNORD117,6:31536684-31535406,IR (overlapping region),2,2,-,ENST00000364915,41.44,0.00270845,0.00270845,2.9126213592233|0.892857142857143,43.9130434782609|42.7631578947368,6_31536684_31535406_R_ENST00000364915_1,IR
12:56116781-56117211,RPL41,12:56116830-56117188,IR,2,2,-,ENST00000552314,41.21,0.00498058,0.00498058,32.9192546583851|37.1428571428571,74.2596810933941|78.219696969697,12_56116830_56117188_R_ENST00000552314_1,IR
17:41688885-41690189,EIF1,17:41689070-41690087,IR,2,2,-,ENST00000462917,40.38,0.00264312,0.00264312,24.4186046511628|21.505376344086,64.8208469055375|61.8556701030928,17_41689070_41690087_R_ENST00000462917_1,IR
6:31536374-31536449,SNORD117,6:31536684-31535394,IR (overlapping region),2,2,-,ENST00000364915,40.24,0.00349747,0.00349747,2.9126213592233|0.892857142857143,42.6666666666667|41.6107382550336,6_31536684_31535394_R_ENST00000364915_1,IR
20:17967688-17968774,SNX5,20:17968981-17968374,IR (overlapping region),2,2,-,ENST00000606557,40.13,0.00650709,0.00650709,60.6060606060606|57.1428571428571,100|98,20_17968981_17968374_R_ENST00000606557_1,IR
19:12938771-12939175,CALR,19:12939134-12939175,A3SS,2,2,-,Ex.TSS.ENST00000316448,39.99,0.00943848,0.00943848,60.6060606060606|59.4202898550725,100|100,19_12938771_12939175_S_Ex.TSS.ENST00000316448_1,A3SS
16:2771415-2772102,ELOB,16:2775626-2771940,IR,2,2,-,ENST00000409477,38.94,0.00269528,0.00269528,10.4651162790698|7.93650793650794,47.2573839662447|49.0322580645161,16_2775626_2771940_R_ENST00000409477_1,IR
19:38840303-38840559,HNRNPL,19:38840560-38838893,IR,2,2,-,ENST00000598985,38.93,0.000399168,0.000399168,10|9.09090909090909,49.0196078431373|47.9381443298969,19_38840560_38838893_R_ENST00000598985_1,IR
6:31536374-31536449,SNORD117,6:31536684-31535387,IR (overlapping region),2,2,-,ENST00000364915,38.9,0.00142921,0.00142921,2.9126213592233|0.892857142857143,40|41.6107382550336,6_31536684_31535387_R_ENST00000364915_1,IR
20:2467212-2467315,AL049650.1,20:2467759-2467211,IR (overlapping region),2,2,NMD,ENST00000461548,38.75,0.00311232,0.00311232,7.36842105263158|4.34782608695652,46.1538461538462|43.0555555555556,20_2467759_2467211_R_ENST00000461548_1,IR
17:58006242-58006527,SRSF1,17:58006528-58005800,IR (overlapping region),2,2,-,ENST00000578430,38.51,0.00220868,0.00220868,55.5555555555556|52.9411764705882,94|91.5254237288136,17_58006528_58005800_R_ENST00000578430_1,IR
10:73916389-73917497,PLAU,10:73916642-73913042,IR (overlapping region),2,2,-,ENST00000372764,38.49,0.00747679,0.00747679,58.8785046728972|54.2857142857143,97.4890829694323|92.6605504587156,10_73916642_73913042_R_ENST00000372764_1,IR
6:31536374-31536449,SNORD117,6:31536684-31535366,IR (overlapping region),2,2,-,ENST00000364915,38.37,0.00343397,0.00343397,2.9126213592233|0.892857142857143,39.7196261682243|40.8163265306122,6_31536684_31535366_R_ENST00000364915_1,IR
17:28715260-28715276,RAB34,17:28715508-28715218,IR,2,2,-,ENST00000419712,38.32,0.00925562,0.00925562,16.6666666666667|19.047619047619,54.1176470588235|58.2417582417582,17_28715508_28715218_R_ENST00000419712_1,IR
4:896469-896549,GAK,4:898159-896468,IR,2,2,-,ENST00000502656,38.28,0.003046,0.003046,61.9047619047619|61.5384615384615,100|100,4_898159_896468_R_ENST00000502656_1,IR
4:896469-896549,GAK,4:898159-896459,IR,2,2,-,ENST00000502656,38.28,0.003046,0.003046,61.9047619047619|61.5384615384615,100|100,4_898159_896459_R_ENST00000502656_1,IR
11:64764606-64766155,SF1,11:64767080-64765950,IR,2,2,-,ENST00000377390,38.01,0.00262984,0.00262984,40|42.3076923076923,77.7777777777778|80.5555555555556,11_64767080_64765950_R_ENST00000377390_1,IR
5:74636337-74636498,ENC1,5:74641425-74634683,IR,2,2,-,ENST00000508331,37.33,0.00474705,0.00474705,59.0909090909091|62.5,100|96.25,5_74641425_74634683_R_ENST00000508331_1,IR
16:89647044-89647331,CHMP1A,16:89649498-89646526,IR,2,2,-,ENST00000547614,37.15,0.00914919,0.00914919,20|15.7894736842105,57.6271186440678|52.4590163934426,16_89649498_89646526_R_ENST00000547614_1,IR
11:47424423-47424711,PSMC3,11:47425247-47424422,IR,2,2,-,ENST00000528362,36.97,0.0077921,0.0077921,0|0,37.4269005847953|36.5217391304348,11_47425247_47424422_R_ENST00000528362_1,IR
16:2771415-2772102,ELOB,16:2777128-2771942,IR,2,2,-,ENST00000409477,36.84,0.00825857,0.00825857,12.5|7.93650793650794,45.4148471615721|48.7012987012987,16_2777128_2771942_R_ENST00000409477_1,IR
17:7574546-7575171,EIF4A1,17:7574679-7575118,IR (overlapping region),2,2,-,ENST00000584054,36.6,0.00517084,0.00517084,3.50877192982456|3.59116022099448,39.810834049871|40.485312899106,17_7574679_7575118_R_ENST00000584054_1,IR
20:38421647-38421774,RF00056,20:38422242-38421005,IR,2,2,-,ENST00000362582,36.49,0.00158841,0.00158841,61.5384615384615|63.6363636363636,100|98.1481481481482,20_38422242_38421005_R_ENST00000362582_1,IR
19:14409910-14409981,DDX39A,19:14411173-14409741,IR,2,2,-,ENST00000454233,36.23,0.00402687,0.00402687,50|50,86|86.4583333333333,19_14411173_14409741_R_ENST00000454233_1,IR
6:33319533-33319854,DAXX,6:33320225-33319379,IR,2,2,-,ENST00000468536,35.8,0.00743509,0.00743509,52.9411764705882|54.5454545454545,89.7959183673469|89.2857142857143,6_33320225_33319379_R_ENST00000468536_1,IR
17:82253220-82253244,CSNK1D,17:82254680-82252433,IR (overlapping region),2,2,-,ENST00000578194,35.67,0.00723155,0.00723155,63.6363636363636|61.9047619047619,100|96.875,17_82254680_82252433_R_ENST00000578194_1,IR
11:65863410-65864613,MUS81,11:65863658-65863803,IR,2,2,-,ENST00000531905,35.57,0.00133707,0.00133707,52.6315789473684|54.3478260869565,88.1188118811881|90,11_65863658_65863803_R_ENST00000531905_1,IR
7:5529282-5529400,ACTB,7:5529664-5528280,IR,2,2,-,ENST00000414620,35.52,0.00419698,0.00419698,7.55355129650507|6.39913232104121,43.5652367192709|41.4374445430346,7_5529664_5528280_R_ENST00000414620_1,IR
7:5529282-5529400,ACTB,7:5529401-5528585,IR,2,2,-,ENST00000414620,35.41,0.00877223,0.00877223,10.3825136612022|13.8613861386139,46.5724872626216|48.4848484848485,7_5529401_5528585_R_ENST00000414620_1,IR
7:5529282-5529400,ACTB,7:5529401-5528591,IR,2,2,-,ENST00000414620,35.38,0.0079117,0.0079117,10.3825136612022|13.8613861386139,46.4857341684064|48.5084901330886,7_5529401_5528591_R_ENST00000414620_1,IR
20:31721655-31722348,BCL2L1,20:31722549-31722072,IR (overlapping region),2,2,-,ENST00000420488,35.38,0.00687127,0.00687127,53.90625|50,85.1851851851852|89.4736842105263,20_31722549_31722072_R_ENST00000420488_1,IR
11:10803561-10803590,EIF4G2,11:10806048-10802293,IR,2,2,-,ENST00000524932,35.35,0.00532252,0.00532252,7.52688172043011|3.8961038961039,39.6396396396396|42.4778761061947,11_10806048_10802293_R_ENST00000524932_1,IR
1:112703493-112703806,RHOC,1:112705169-112703492,IR (overlapping region),2,2,-,ENST00000478447,34.77,0.00407908,0.00407908,14.2857142857143|16.304347826087,50.609756097561|49.5238095238095,1_112705169_112703492_R_ENST00000478447_1,IR
16:2263134-2263287,RNPS1,16:2263288-2262811,IR,2,2,-,ENST00000562690,34.36,0.00414753,0.00414753,37.5|36.6666666666667,72.3076923076923|70.5882352941177,16_2263288_2262811_R_ENST00000562690_1,IR
1:42930960-42931206,SLC2A1,1:42943322-42931045,IR,2,2,-,ENST00000415851,34.3,0.00483233,0.00483233,2.01342281879195|3.09278350515464,35.8024691358025|37.8947368421053,1_42943322_42931045_R_ENST00000415851_1,IR
9:19378774-19379618,RPS6,9:19380255-19379486,IR,2,2,-,ENST00000380381,34.21,0.0080531,0.0080531,2.26628895184136|1.71821305841924,37.0407149950348|35.3598014888337,9_19380255_19379486_R_ENST00000380381_1,IR
1:112703493-112703806,RHOC,1:112705124-112703643,IR (overlapping region),2,2,-,ENST00000478447,32.97,0.00700723,0.00700723,13.1578947368421|14.4444444444444,45.5089820359281|48.0392156862745,1_112705124_112703643_R_ENST00000478447_1,IR
19:13115702-13116431,TRMT1,19:13116703-13115278,IR,2,2,-,ENST00000585622,32.61,0.00139793,0.00139793,4.34782608695652|4,36.734693877551|36.8421052631579,19_13116703_13115278_R_ENST00000585622_1,IR
22:36320274-36320363,MYH9,22:36320364-36319539,IR,2,2,-,ENST00000463027,32.58,0.000540076,0.000540076,4.54545454545455|4.16666666666667,37.2549019607843|36.6197183098592,22_36320364_36319539_R_ENST00000463027_1,IR
7:5529282-5529400,ACTB,7:5529734-5529160,IR,2,2,-,ENST00000414620,32.46,0.00584996,0.00584996,6.25|5.49915397631134,39.2111368909513|37.466784765279,7_5529734_5529160_R_ENST00000414620_1,IR
5:179617817-179617911,HNRNPH1,5:179617933-179616868,IR,2,2,-,ENST00000503105,32.32,0.00989019,0.00989019,7.29613733905579|4.47761194029851,38.8625592417062|37.5478927203065,5_179617933_179616868_R_ENST00000503105_1,IR
4:10084424-10084530,WDR1,4:10087941-10083021,IR,2,2,-,ENST00000504739,32.23,0.00652136,0.00652136,12.1951219512195|16,44.5945945945946|48.0519480519481,4_10087941_10083021_R_ENST00000504739_1,IR
11:10802060-10802209,EIF4G2,11:10802436-10801660,IR,2,2,NMD,ENST00000531647,32.19,0.00495898,0.00495898,3.2258064516129|6.52173913043478,38.5964912280702|35.5263157894737,11_10802436_10801660_R_ENST00000531647_1,IR
5:74627406-74629992,ENC1,5:74636499-74629928,IR,2,2,-,ENST00000302351,31.97,0.00851464,0.00851464,63.8297872340426|68,100|95.7746478873239,5_74636499_74629928_R_ENST00000302351_1,IR
19:4714246-4714337,DPP9,19:4714338-4705857,IR,2,2,-,ENST00000593973,31.77,0.00628868,0.00628868,0|2.12765957446809,34.4262295081967|31.25,19_4714338_4705857_R_ENST00000593973_1,IR
16:18794674-18794683,ARL6IP1,16:18795582-18794673,IR (overlapping region),2,2,-,ENST00000562234,31.64,0.00653388,0.00653388,7.69230769230769|6.38297872340426,38.4615384615385|38.8888888888889,16_18795582_18794673_R_ENST00000562234_1,IR
21:39342315-39343159,HMGN1,21:39345275-39342314,IR,2,2,NMD,ENST00000288344,31.63,0.00828912,0.00828912,6.52173913043478|9.52380952380952,41.6666666666667|37.6470588235294,21_39345275_39342314_R_ENST00000288344_1,IR
5:150445424-150445685,RPS14,5:150446938-150445423,IR,2,2,-,ENST00000519855,31.54,0.00129724,0.00129724,3.75586854460094|5.38116591928251,35.3125|36.8972746331237,5_150446938_150445423_R_ENST00000519855_1,IR
1:1267862-1267992,UBE2J2,1:1273834-1266097,IR,2,2,-,ENST00000488418,31.17,0.00206858,0.00206858,4.16666666666667|2.12765957446809,33.3333333333333|35.2941176470588,1_1273834_1266097_R_ENST00000488418_1,IR
6:30741354-30742203,FLOT1,6:30741868-30740678,IR,2,2,-,ENST00000484693,30.89,0.0059026,0.0059026,23.6363636363636|27.027027027027,57.8947368421053|54.5454545454545,6_30741868_30740678_R_ENST00000484693_1,IR
14:35401511-35402060,NFKBIA,14:35402860-35401925,IR,2,2,-,ENST00000216797,30.85,0.00769833,0.00769833,61.5384615384615|63.6363636363636,95.0819672131148|91.7857142857143,14_35402860_35401925_R_ENST00000216797_1,IR
11:123060825-123061329,HSPA8,11:123062140-123061119,IR,2,2,-,ENST00000531063,30.84,0.00674714,0.00674714,4.1044776119403|1.39372822299652,32.8070175438597|34.3669250645995,11_123062140_123061119_R_ENST00000531063_1,IR
19:10393408-10393441,CDC37,19:10395144-10393279,IR,2,2,-,ENST00000588498,30.75,0.0016885,0.0016885,10|8.82352941176471,40.5063291139241|39.8148148148148,19_10395144_10393279_R_ENST00000588498_1,IR
1:159918777-159918941,TAGLN2,1:159919836-159918750,IR,2,2,-,ENST00000320307,30.58,0.00924412,0.00924412,0|1.08695652173913,32.3333333333333|29.9107142857143,1_159919836_159918750_R_ENST00000320307_1,IR
16:89560940-89561523,RPL13,16:89561064-89561226,IR,2,2,-,ENST00000487034,30.41,0.00834776,0.00834776,8.96551724137931|5.97322348094748,37.037037037037|38.728323699422,16_89561064_89561226_R_ENST00000487034_1,IR
12:49131320-49131362,AC011603.2,12:49131398-49130118,IR,2,2,-,ENST00000547387,30.31,0.00843701,0.00843701,22.7272727272727|18.9189189189189,49.1071428571429|53.1645569620253,12_49131398_49130118_R_ENST00000547387_1,IR
12:49131320-49131362,AC011603.2,12:49131396-49130118,IR (overlapping region),2,2,-,ENST00000547387,30.31,0.00843701,0.00843701,22.7272727272727|18.9189189189189,49.1071428571429|53.1645569620253,12_49131396_49130118_R_ENST00000547387_1,IR
17:58345178-58346313,SUPT4H1,17:58347242-58346211,IR (overlapping region),2,2,-,ENST00000225504,30.27,0.0075965,0.0075965,3.57142857142857|0,33.3333333333333|30.7692307692308,17_58347242_58346211_R_ENST00000225504_1,IR
6:31859052-31859945,NEU1,6:31862192-31857658,IR,2,2,-,ENST00000375631,30.18,0.0069109,0.0069109,47.0588235294118|45,74.6478873239437|77.7777777777778,6_31862192_31857658_R_ENST00000375631_1,IR
11:123060825-123061329,HSPA8,11:123062137-123061119,IR,2,2,-,ENST00000531063,30.15,0.00387659,0.00387659,4.1044776119403|1.39372822299652,31.6071428571429|34.1968911917098,11_123062137_123061119_R_ENST00000531063_1,IR
16:2253846-2254063,RNPS1,16:2262432-2253855,IR,2,2,-,ENST00000301730,30.01,0.00667877,0.00667877,11.1111111111111|9.43396226415094,41.6666666666667|38.8888888888889,16_2262432_2253855_R_ENST00000301730_1,IR
11:123060825-123061329,HSPA8,11:123062033-123061119,IR,2,2,-,ENST00000531063,29.99,0.00266497,0.00266497,3.74531835205993|1.73611111111111,31.6071428571429|33.8541666666667,11_123062033_123061119_R_ENST00000531063_1,IR
11:10797054-10797881,EIF4G2,11:10799114-10797169,IR (overlapping region),2,2,-,ENST00000339995,29.98,0.00563107,0.00563107,18.6046511627907|15.3846153846154,48.2758620689655|45.679012345679,11_10799114_10797169_R_ENST00000339995_1,IR
1:112703493-112703806,RHOC,1:112704998-112703643,IR (overlapping region),2,2,-,ENST00000478447,29.89,0.00576757,0.00576757,12|14.4444444444444,43.8271604938272|42.3913043478261,1_112704998_112703643_R_ENST00000478447_1,IR
11:65107187-65107727,VPS51,11:65107373-65107580,IR,2,2,-,ENST00000533656,29.72,0.00871798,0.00871798,14.2857142857143|17.8571428571429,47.8260869565217|43.75,11_65107373_65107580_R_ENST00000533656_1,IR
19:4714246-4714337,DPP9,19:4714338-4705862,IR,2,2,-,ENST00000593973,29.27,0.00551977,0.00551977,5|2.12765957446809,34.4262295081967|31.25,19_4714338_4705862_R_ENST00000593973_1,IR
3:12836047-12836223,RPL32,3:12839531-12836059,IR (overlapping region),2,2,-,ENST00000273223,29.05,0.0058027,0.0058027,20.2020202020202|23.2142857142857,49.6437054631829|51.864406779661,3_12839531_12836059_R_ENST00000273223_1,IR
11:123060825-123061329,HSPA8,11:123062125-123061119,IR,2,2,-,ENST00000531063,28.79,0.00613477,0.00613477,3.38345864661654|1.39372822299652,29.7247706422018|32.6259946949602,11_123062125_123061119_R_ENST00000531063_1,IR
7:5529282-5529400,ACTB,7:5529664-5528469,IR,2,2,-,ENST00000414620,28.64,0.00722498,0.00722498,13.8655462184874|12.1181262729124,41.2676382142031|42.0035149384886,7_5529664_5528469_R_ENST00000414620_1,IR
3:12836047-12836223,RPL32,3:12839531-12836049,IR (overlapping region),2,2,-,ENST00000273223,28.5,0.00635388,0.00635388,20.2020202020202|23.2142857142857,48.5436893203884|51.864406779661,3_12839531_12836049_R_ENST00000273223_1,IR
3:12836047-12836223,RPL32,3:12839531-12836101,IR (overlapping region),2,2,-,ENST00000273223,28.18,0.00974939,0.00974939,20.2020202020202|23.2142857142857,47.9115479115479|51.864406779661,3_12839531_12836101_R_ENST00000273223_1,IR
1:43364544-43364647,ELOVL1,1:43364795-43364543,IR,2,2,-,ENST00000465321,28.18,0.00349827,0.00349827,6.66666666666667|4.25531914893617,32.5|34.7826086956522,1_43364795_43364543_R_ENST00000465321_1,IR
1:43364544-43364647,ELOVL1,1:43364795-43364541,IR,2,2,-,ENST00000465321,28.18,0.00349827,0.00349827,6.66666666666667|4.25531914893617,32.5|34.7826086956522,1_43364795_43364541_R_ENST00000465321_1,IR
17:63828858-63830501,PSMC5,17:63830013-63829117,IR,2,2,-,ENST00000581764,28.04,0.00458415,0.00458415,14.2857142857143|15,43.421052631579|41.9354838709677,17_63830013_63829117_R_ENST00000581764_1,IR
16:2771415-2772102,ELOB,16:2775557-2771993,IR,2,2,-,ENST00000409477,27.81,0.00934891,0.00934891,9.09090909090909|6.66666666666667,35.1020408163265|36.2694300518135,16_2775557_2771993_R_ENST00000409477_1,IR
