depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,CCNL2,CDK11A,CDK11B
ACH-000606,PECAPJ34CLONEC12,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Basaloid,,,4.454385943,3.795447023,4.4565864659
ACH-000519,PEER,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,T-cell,,,5.9805894312,5.3579055556,5.7035958075
ACH-001630,PEO1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,,,5.5372566322,4.8038257996,4.5580363324
ACH-001632,PEO4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,,,5.3479897877,5.0332194407,4.2173137345
ACH-001634,PGA1,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,B-cell,,,6.5552684699,6.3520086794,5.2352927168
ACH-000034,PLB985,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M3,,,6.2731010309,4.5664755863,3.9425900688
ACH-000170,PRECLH,Prostate,Non-Cancerous,"Immortalized Epithelial Cells, Prostate",,,,8.2082042139,6.3695574134,5.2014514941
ACH-000654,RAJI,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,6.3883755271,5.9349610733,6.0125123381
ACH-001636,RAMOS,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,7.6297876838,5.7428232449,5.2758587387
ACH-001856,RBE,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,4.9316298307,3.6113124066,4.4350038312
ACH-001743,RC2,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,,PAX3_FKHR,,6.9712393579,5.864317907,5.4739779331
ACH-000068,REC1,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,B-cell Mantle Cell,,,6.461603106,5.573383491,5.5839502361
ACH-000960,REH,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.4611701732,5.7286715244,5.5663944835
ACH-000442,RERFLCSQ1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,6.536159311,4.9191345203,4.8791592469
ACH-000689,RH18,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,,,,6.2518432069,4.6189330055,4.4940913277
ACH-001740,RH28,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,Alveolar,,,6.7928536217,5.4957672559,5.695610249
ACH-001751,RH36,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,Embryonal,,,6.8362724963,5.037904116,4.9407113676
ACH-001765,RH4,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,Alveolar,,,6.5612624861,5.7448796189,5.5249658286
ACH-001745,RHJT,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,Alveolar,,,6.3919999991,4.7143433388,4.7851498565
ACH-002466,RPE1SS111,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,6.4260117334,4.6803116231,4.8404304501
ACH-002465,RPE1SS119,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,5.8041235436,4.4176112308,4.9482202336
ACH-002462,RPE1SS48,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,5.6150778997,5.0101409041,5.345828097
ACH-002467,RPE1SS51,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,5.625687771,4.5131284358,4.9412904259
ACH-002464,RPE1SS6,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,5.9376704077,4.7180711344,5.2894198537
ACH-002463,RPE1SS77,Eye,Non-Cancerous,"Immortalized Epithelial Cells, Retinal",,,,5.9736552012,4.4343252652,5.148903411
ACH-000817,RPMI8226,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,Plasmacytoma,,,6.4108784931,5.1451201585,5.4957480658
ACH-000874,RS411,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,3.7385140041,3.1315687217,4.061043037
ACH-000531,RS5,Fibroblast,Non-Cancerous,"Fibroblast, Lung",,,,5.1039355897,3.5062506571,4.1776608175
ACH-001183,RT11284,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,,,6.6177636359,4.7150897391,4.6856999321
ACH-002461,RVH421SKINFV1,Skin,Melanoma,Melanoma,,,,6.1231269339,4.7526080612,4.8881766941
ACH-002693,S462,Peripheral Nervous System,Nerve Sheath Tumor,Malignant Peripheral Nerve Sheath Tumor,,NF1,,5.6569854163,3.7249294032,3.5287872507
ACH-000064,SALE,Lung,Non-Cancerous,Immortalized Lung Cells,,,,8.4401314446,6.5943190981,5.3594029434
ACH-000254,SCC15,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,5.925374729,4.4619134665,4.6496973887
ACH-000238,SCC4,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Oral,,,6.7947172089,5.5575390819,5.0081831667
ACH-001279,SCCOHT1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,,,,7.7251468751,5.7639197784,5.5004796604
ACH-001386,SCLC22H,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,6.7577774261,4.4416864435,5.2371627358
ACH-001184,SCMCRM2,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,,PAX3_FKHR,,6.4884133404,4.9039065481,5.0836326989
ACH-001280,SCS214,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,,,,5.9595151397,4.4734182974,4.9430261438
ACH-001735,SEMK2,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,6.8399428136,5.1282722024,4.9795439106
ACH-000195,SET2,Myeloid,Acute Myeloid Leukemia,Acute Megakaryoblastic Leukemia,,,,7.0371076564,7.0705195135,5.9639667711
ACH-000887,SF172,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,5.255009112,4.2635593619,4.5077023574
ACH-000655,SF268,CNS/Brain,Diffuse Glioma,Astrocytoma,,,,4.8248330613,3.8921361775,5.2408302348
ACH-000273,SF539,CNS/Brain,Diffuse Glioma,Gliosarcoma,,,,6.8480053785,4.652108895,5.2053312156
ACH-000490,SF767,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,Astrocytoma,,,5.8898151106,4.3662656165,4.4980741666
ACH-001857,SG231,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,6.2606279307,4.6978150207,4.2094638907
ACH-001647,SHI1,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,,,,7.2220816812,4.6586855859,5.0820652611
ACH-001648,SHMAC4,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,,,,7.337750992,5.3270968388,4.6134677123
ACH-000112,SIGM5,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,M5,,,6.2311316911,5.3261762441,4.9891453644
ACH-000465,SKMEL1,Skin,Melanoma,Melanoma,,,,7.0577778585,5.4868103428,5.3651050251
ACH-002005,SKMEL19,Skin,Melanoma,Cutaneous Melanoma,,,,6.6741802108,5.3223913242,5.6818022833
ACH-001192,SKNEP1,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,8.2955291817,6.1095054985,5.87420663
ACH-002922,SKNMM,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,6.0863133925,4.3671339772,4.2568577624
ACH-001193,SKPNDW,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,7.3680436706,5.4466915456,5.8806788197
ACH-001194,SKRC31,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,7.3358266304,5.2709654132,5.1789549423
ACH-000385,SKRC52,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,5.9374547358,4.7662448658,4.7918780579
ACH-000127,SLR20,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,,,6.0040360749,4.5024449629,4.2566632507
ACH-000016,SLR21,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,,,7.2199668106,4.751635287,4.4395417356
ACH-000272,SLR24,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,,,4.4400615353,3.3950590033,3.4296296369
ACH-000300,SLR25,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,,,5.9552062151,4.9330405902,5.0884692502
ACH-000600,SLR26,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,,,5.9432607005,3.88160138,4.0806986424
ACH-001196,SMSCTR,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,Embryonal,,,5.8222983884,4.6795453245,5.0002230232
ACH-001197,SMZ1,Lymphoid,Non-Hodgkin Lymphoma,Mature T and NK Neoplasms,,,,6.1635556214,5.5175010856,5.7453044836
ACH-000504,SNB75,CNS/Brain,Diffuse Glioma,Glioblastoma,,,,6.5160683009,3.8945569495,5.1901068188
ACH-000286,SNU1033,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,5.7301699708,4.4019044985,4.6624633474
ACH-000999,SNU1040,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,5.0906741526,4.2406179295,5.1305590155
ACH-000412,SNU1197,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.7291281805,4.9273299623,5.4160690978
ACH-000513,SNU1272,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,4.8008447512,3.0395888772,3.5433292129
ACH-002526,SNU1327,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,5.2456523487,4.9301666397,5.4818255442
ACH-002543,SNU1406,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.3710160891,4.7756167675,4.9670996527
ACH-002539,SNU1460,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.7789720869,4.6787785815,4.8626726819
ACH-000989,SNU175,Bowel,Colorectal Adenocarcinoma,Mucinous Adenocarcinoma of the Colon and Rectum,Mucinous,MSI,,6.6064567245,5.4794393403,5.2060355274
ACH-002522,SNU2292,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,4.9935305046,3.5693882112,5.3912740644
ACH-001662,SNU2372,Breast,Invasive Breast Carcinoma,"Breast Invasive Cancer, NOS",ERneg HER2neg,,,7.7658727862,6.4742700463,4.3550167158
ACH-002524,SNU251,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,Endometrioid,,,7.0584508967,4.6279617248,4.578520278
ACH-002531,SNU2535,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,,,6.0522839899,4.3495428323,4.6105276871
ACH-002535,SNU254,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,5.4595679625,4.289155707,4.7883876105
ACH-000708,SNU283,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,5.8513269529,5.316716622,5.1957900334
ACH-000933,SNU324,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,6.4072993313,4.6323896299,4.794205446
ACH-000907,SNU349,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,6.1129426216,2.924995876,4.8381954482
ACH-000422,SNU475,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,6.9519510229,5.3707804458,5.5433120279
ACH-002533,SNU482,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,4.442610207,3.8089827136,4.1231786677
ACH-000683,SNU503,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,5.7210047669,4.3466314604,4.4809288263
ACH-000908,SNU520,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,5.6187490796,5.7332475488,5.3786383371
ACH-000325,SNU620,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,6.5209411267,1.4565086658,4.8516782653
ACH-000370,SNU626,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,5.5010487977,4.3891472688,5.0599880019
ACH-000807,SNU738,CNS/Brain,Diffuse Glioma,Oligodendroglioma,Oligodendroglioma,,,4.1847591539,3.1527265314,3.7615422142
ACH-002523,SNU739,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,6.8721871434,4.9781177918,5.0609941173
ACH-000460,SNU8,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,High Grade Serous,,,5.7043732084,4.5560763597,5.2480342733
ACH-000722,SNUC1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.9476511399,4.4384189524,5.2366978322
ACH-000970,SNUC5,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,7.2049331257,5.0285056787,5.1208943858
ACH-001858,SSP25,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,6.4054001706,4.7424144671,5.414475198
ACH-001200,STM9101,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,,,,6.1588000813,4.656022231,4.3227297428
ACH-000660,SUDHL5,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,6.4601595384,5.5245185235,5.6266841459
ACH-001388,SUM102PT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal,,4.4316316988,2.8939499361,2.5031090094
ACH-001389,SUM1315MO2,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal,,6.8551466226,5.400193071,5.3410700834
ACH-001390,SUM149PT,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal B,,5.2235972746,3.9815182368,3.2186955576
ACH-001391,SUM159PT,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Basal B,,5.7161364185,4.2683978517,4.6738036841
ACH-001392,SUM185PE,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Luminal,,6.4497803737,4.6485234154,3.8197732779
ACH-001393,SUM190PT,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2pos,Basal A,,5.8669556954,4.4850131285,5.0657632624
ACH-001394,SUM229PE,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Basal,,6.7728351586,5.1974042589,4.8657337133
ACH-001395,SUM44PE,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ERpos HER2pos,Luminal,,6.6012739278,5.0530156888,4.9653939781
ACH-001396,SUM52PE,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERpos HER2pos,Luminal,,7.5968266674,5.9680827648,5.0145710583
ACH-001201,SUMB002,CNS/Brain,Embryonal Tumor,Medulloblastoma,,,,6.2805154077,4.4435203525,4.9267405513
ACH-000226,SUPM2,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,T-cell ALCL,,,6.0356506745,5.1911583313,5.2179577976
ACH-000236,SW1417,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.628277053,4.6638188036,4.4548322991
ACH-000820,SW403,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,6.1512775687,4.7865548478,4.8422532142
ACH-001274,SW982,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,,,,5.5774343493,4.5009014826,4.9556884518
ACH-001275,SYO1,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,,,,6.7623647774,5.2457318468,5.1012736369
ACH-002806,TB096,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,,IDH,,6.565043824,5.0437367158,5.1789549423
ACH-001283,TC106,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_ERG,,6.6983373455,5.4601475772,4.77081277
ACH-001430,TC138,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,7.3342207205,5.6464425725,5.0439023763
ACH-001431,TC205,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FEV,,7.0249827196,3.7545739679,4.8279169283
ACH-000175,TE159T,Fibroblast,Non-Cancerous,"Fibroblast, Soft Tissue",,,,6.4049087439,3.3713550978,4.6238300837
ACH-001861,TGBC1TKB,Biliary Tract,Intracholecystic Papillary Neoplasm,Gallbladder Cancer,,,,5.6129450317,4.3729460667,5.0287714071
ACH-001862,TGBC52TKB,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,Extrahepatic,,,5.0498169872,4.1875176757,4.9670996527
ACH-001207,TIG3TD,Fibroblast,Non-Cancerous,"Fibroblast, Lung",,,,6.6936085675,4.686971384,4.8861689984
ACH-001863,TKKK,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,7.5342923096,5.0599324346,6.6476853615
ACH-000172,TM87,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,,,7.1239454313,5.1237236384,4.8579284307
ACH-001403,TO14,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,,,,7.7704844351,5.6017943985,5.4501636538
ACH-001210,TTC1240,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,,,,6.5524603924,4.9096548031,4.9648946521
ACH-001750,TTC442,Soft Tissue,Rhabdomyosarcoma,Embryonal Rhabdomyosarcoma,Embryonal,,,6.9540573379,5.2650712806,5.2907686623
ACH-001211,TTC549,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,,,6.7893241629,5.1588680895,5.1364752425
ACH-000597,TTC709,Soft Tissue,Rhabdoid Cancer,Extrarenal Rhabdoid Cancer,,,,6.7860501199,5.1828166601,5.1939797864
ACH-000208,U178,CNS/Brain,Diffuse Glioma,Astrocytoma,Glioblastoma,,,7.4502949025,5.7630142864,5.1704025153
ACH-001172,U251MGDM,CNS/Brain,Diffuse Glioma,Astrocytoma,Astrocytoma,,,7.1891787053,5.3903787678,5.5560874975
ACH-001679,U2973,Lymphoid,Mature B-Cell Neoplasms,"High-Grade B-Cell Lymphoma, with MYC and BCL2 and/or BCL6 Rearrangements",B-cell,,,5.6907282966,5.0878061977,4.8989642876
ACH-000036,U343,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,6.7552571541,4.5175036668,4.2021548327
ACH-001680,U698M,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoblastic Lymphoma,,,6.3947371672,5.0466433958,5.3139408895
ACH-002004,UACC62SKINCJ1,Skin,Melanoma,Melanoma,,,,5.6647908009,4.3583676585,5.2352927168
ACH-001685,UHO1,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,,,7.1770834507,5.6386722374,6.2117645648
ACH-002711,UMHACC2A,Head and Neck,Salivary Carcinoma,Adenoid Cystic Carcinoma,Cribriform,,,6.6543632685,4.0079341092,5.2934623299
ACH-001408,UMUC14,Bladder/Urinary Tract,Urethral Cancer,Urethral Urothelial Carcinoma,Bladder Transitional Cell,,,6.8463003137,5.2889753307,5.2552638017
ACH-001409,UMUC16,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder Transitional Cell,,,6.4119341985,5.2768333884,5.4900177732
ACH-001410,UMUC4,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder Transitional Cell,,,6.2727492898,4.7820164756,4.8965743237
ACH-001416,UMUC9,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder Transitional Cell,,,6.3261214495,4.7576755394,4.8626726819
ACH-000428,UO31,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,5.3304884207,3.8660718124,4.4855203854
ACH-000262,UOK101,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,,,,6.311615512,4.5875741078,4.4606714492
ACH-001690,UPCISCC026,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,5.1322600576,3.7010470882,4.0221470082
ACH-001691,UPCISCC029A,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,5.9063617091,4.1952793228,5.1399092054
ACH-001692,UPCISCC040,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,5.6834878284,4.1763499723,4.651842863
ACH-001694,UPCISCC074,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,5.5818195415,3.9372927773,4.8766975299
ACH-001695,UPCISCC099,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,5.8525994274,4.332711291,4.7864458701
ACH-001228,UPCISCC152,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Oral,,,6.8816227655,5.2321753574,5.2221311256
ACH-002926,UPMD1,Eye,Ocular Melanoma,Uveal Melanoma,Uveal,,,6.184232793,4.828709407,5.3358607393
ACH-002925,UPMM3,Eye,Ocular Melanoma,Uveal Melanoma,Uveal,,,7.1339258083,3.6816257124,4.3761066499
ACH-001232,UW228,CNS/Brain,Embryonal Tumor,Medulloblastoma,,Non MYC,,7.0295065926,5.2036071549,5.6986228565
ACH-001419,VP229,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,,,5.620606316,4.640652867,5.0341943949
ACH-001705,VP267,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,,,6.1068676992,4.6610196523,5.0216895033
ACH-000304,WM115,Skin,Melanoma,Melanoma,,,,6.2135232724,4.3072001258,4.3736607848
ACH-002508,WM3211,Skin,Melanoma,Acral Melanoma,Acral,,,5.839144154,4.8538054075,5.2249620561
ACH-002687,WM3772F,Eye,Ocular Melanoma,Uveal Melanoma,,,,5.9386567709,4.2568405827,4.5137670908
ACH-002509,WM4235,Skin,Melanoma,Acral Melanoma,Acral,,,6.4412495074,5.1260866677,5.2011915452
ACH-000899,WM88,Skin,Melanoma,Melanoma,,,,6.3470505801,4.5957288747,4.769346797
ACH-000765,WM983B,Skin,Melanoma,Melanoma,,,,6.739098093,5.1301742821,5.3263446845
ACH-001708,WSUFSCCL,Lymphoid,Mature B-Cell Neoplasms,Follicular Lymphoma,B-cell,,,7.0058845508,6.1689709545,5.7449812015
ACH-001709,WSUNHL,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",B-cell,,,5.9640316947,2.2419667901,4.598704529
ACH-001295,Y79,Eye,Retinoblastoma,Retinoblastoma,,,,6.6236544502,4.9257199684,5.5987986582
ACH-001277,YAMATO,Soft Tissue,Synovial Sarcoma,Synovial Sarcoma,,,,7.382447014,4.9596417358,5.3271345475
ACH-002847,YUHOIN,Skin,Melanoma,Melanoma,,,,6.3340411885,3.8280928038,4.8171904588
ACH-002500,Z138,Lymphoid,Mature B-Cell Neoplasms,Mantle Cell Lymphoma,B-cell Mantle Cell,,,6.0842684118,5.0243906861,4.7043856307
ACH-000828,ZR7530,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ERpos HER2pos,HER2 Amp,,5.836650498,3.046648068,3.7893274044
ACH-001991,NZOV9,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Endometrioid Ovarian Cancer,Endometrioid,,,5.5721516479,4.8121724757,4.9974465958
ACH-001239,WM2664,Skin,Melanoma,Melanoma,,,,6.0172534337,3.8985830208,4.1412272948
ACH-001459,C80,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,5.9077101574,5.368709483,4.8247707324
ACH-001656,SKNO1,Myeloid,Acute Myeloid Leukemia,AML with Maturation,,,,5.3419015058,5.3674189784,5.4117864128
ACH-000959,SNUC4,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,5.8183827494,5.1711009799,5.0518045663
ACH-000268,SNU245,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,Extrahepatic,,,5.5580619466,4.9203666574,4.6274788551
ACH-000377,SNU478,Ampulla of Vater,Ampullary Carcinoma,Ampullary Carcinoma,Extrahepatic,,,5.5251395934,3.3015185689,4.7946704844
ACH-000344,SNU668,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Diffuse Type Stomach Adenocarcinoma,Diffuse Gastric,,,5.976876145,4.7548431541,4.5873735923
ACH-001628,PEA1,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,,,,5.5861893416,4.9571586398,5.0961085005
ACH-001649,SHMAC5,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,,,,8.0739501335,6.8498648751,5.1318648309
ACH-000618,SNU1041,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,Hypopharyngeal,,,5.5616218564,4.0521866543,4.5367701295
ACH-000682,SNU1066,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,,,,6.3092354708,4.1628968189,4.4306478135
ACH-000549,SNU1076,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,Laryngeal,,,7.4369042389,4.7252589395,4.6388881703
ACH-000302,SNU1077,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,,,,6.4377616431,4.0056911685,4.876961869
ACH-001500,FLO1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,,6.0772314372,5.0005550118,5.2188210146
ACH-001654,SKGT4,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,,,,6.3826023396,4.1941733017,4.6338743058
ACH-001653,SKGT2,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,6.799455545,4.4054072202,4.5979622065
ACH-000368,SNU1105,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,7.2817398842,5.9214230817,5.6759253922
ACH-000635,SNU119,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,5.9195030265,3.2907607031,4.5155846628
ACH-000461,SNU1196,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,Extrahepatic,,,6.719831672,6.1680116357,6.4336153871
ACH-001458,C75,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,5.5244877535,4.1797101983,4.0860188828
ACH-000715,SNU1214,Head and Neck,Head and Neck Squamous Cell Carcinoma,Larynx Squamous Cell Carcinoma,Laryngeal,,,5.6358100896,4.439546013,4.8200250133
