Event Region,Gene Symbol,Target Exon,Event Type,N,T,Exon Type,Reference Transcript,ΔPSI (%),T-test p-value,FDR (BH),N Values,T Values,Database ID,Grouped Event Type
11:65999898-66000161,EIF1AD,11:66000743-66000052,IR,2,2,-,ENST00000526449,20.47,0.00226416,0.00226416,73.3333333333333|74.0740740740741,93.6170212765958|94.7368421052632,11_66000743_66000052_R_ENST00000526449_1,IR
1:155611216-155611603,MSTO1,1:155611356-155611548,IR,2,2,-,ENST00000478756,20.37,0.00164509,0.00164509,1.81818181818182|0.714285714285714,22.0588235294118|21.2121212121212,1_155611356_155611548_R_ENST00000478756_1,IR
5:179801807-179801969,MGAT4B,5:179806953-179801783,IR,2,2,-,ENST00000519616,20.24,0.00891722,0.00891722,34.5454545454545|32.7868852459016,52.6315789473684|55.1724137931034,5_179806953_179801783_R_ENST00000519616_1,IR
1:155611216-155611603,MSTO1,1:155611292-155611548,IR,2,2,-,ENST00000478756,20.18,0.00149339,0.00149339,1.81818181818182|0.714285714285714,20.8955223880597|22,1_155611292_155611548_R_ENST00000478756_1,IR
2:47369810-47373462,EPCAM,2:47369810-47370873,A5SS,2,2,-,Ex.TSS.ENST00000419334,-20.71,0.00689142,0.00689142,20.9302325581395|20.4819277108434,0|0,2_47369810_47373462_S_Ex.TSS.ENST00000419334_1,A5SS
2:47369582-47373462,EPCAM,2:47369582-47370873,A5SS,2,2,-,Ex.TSS.ENST00000263735,-20.71,0.00689142,0.00689142,20.9302325581395|20.4819277108434,0|0,2_47369582_47373462_S_Ex.TSS.ENST00000263735_1,A5SS
2:47369236-47373462,EPCAM,2:47369236-47370873,A5SS,2,2,-,Ex.ENST00000405271,-20.71,0.00689142,0.00689142,20.9302325581395|20.4819277108434,0|0,2_47369236_47373462_S_Ex.ENST00000405271_1,A5SS
10:68737049-68742375,CCAR1,10:68737049-68737889,A5SS,2,2,-,Ex.ENST00000543225,-23.58,0.00144358,0.00144358,23.6363636363636|23.5294117647059,0|0,10_68737049_68742375_S_Ex.ENST00000543225_1,A5SS
11:64768171-64768286,SF1,11:64769072-64768105,IR,2,2,-,ENST00000489544,-26.48,0.00907076,0.00907076,30|26.6666666666667,3.7037037037037|0,11_64769072_64768105_R_ENST00000489544_1,IR
1:165632275-165649840,MGST3,1:165632275-165635436,A5SS,2,2,-,Ex.ENST00000367883,-30.05,0.00809648,0.00809648,30.4347826086957|29.6703296703297,0|0,1_165632275_165649840_S_Ex.ENST00000367883_1,A5SS
1:165631294-165649840,MGST3,1:165631294-165635436,A5SS,2,2,-,Ex.TSS.ENST00000367888,-30.05,0.00809648,0.00809648,30.4347826086957|29.6703296703297,0|0,1_165631294_165649840_S_Ex.TSS.ENST00000367888_1,A5SS
22:46314014-46316031,GTSE1,22:46314014-46314054,A5SS,2,2,-,Ex.ENST00000454366,-33.67,0.00630296,0.00630296,34|33.3333333333333,0|0,22_46314014_46316031_S_Ex.ENST00000454366_1,A5SS
7:27169765-27171307,HOXA10-AS,7:27169765-27170589,A5SS,2,2,-,Ex.TSS.ENST00000519935,-33.81,0.00896588,0.00896588,33.3333333333333|34.2857142857143,0|0,7_27169765_27171307_S_Ex.TSS.ENST00000519935_1,A5SS
7:27168994-27171307,HOXA10-AS,7:27168994-27170589,A5SS,2,2,-,Ex.ENST00000519694,-33.81,0.00896588,0.00896588,33.3333333333333|34.2857142857143,0|0,7_27168994_27171307_S_Ex.ENST00000519694_1,A5SS
